SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_450_35,101025,1567700,48375,512600,3388,99100,4265,68200,3819,76800,
seq_450_36,101025,1578900,49253,519900,3406,101300,3983,64500,4569,81700,
seq_450_37,101025,1591800,50078,530700,3403,97600,4115,66500,3946,74000,
seq_450_38,101025,1538000,47413,503900,3405,100900,4280,63500,4528,76500,
seq_450_39,101025,1599100,50777,537200,3405,98200,4949,77400,4333,72700,
seq_450_40,101025,1572200,51127,584700,3404,98600,4123,63600,4189,75800,
seq_450_41,101025,1822300,52854,560100,3407,101100,5000,74300,4475,81500,
seq_450_42,101025,1858200,52400,610700,3405,110800,4505,69800,3951,78100,
seq_450_43,101025,1701700,52032,548800,3407,112800,4908,73500,4487,79400,
seq_450_44,101025,1664800,52417,553700,3414,104100,4655,70300,4012,77800,
seq_450_45,101025,1559200,48858,520800,3404,102500,4217,67000,3721,72900,
seq_450_46,101025,1562600,48267,510800,3411,101400,4118,67400,4175,73700,
seq_450_47,101025,1581200,50583,535400,3398,100000,3754,62600,4262,75000,
seq_450_48,101025,1593700,50478,535200,3404,99200,3955,67800,4301,79300,
seq_450_49,101025,1570100,48092,508600,3410,99200,4266,69000,4342,78000,
seq_450_50,101025,1613500,51595,545500,3407,102500,4139,67300,4088,73800,
seq_450_51,101025,1597000,50691,567700,3410,112400,4096,65400,4832,85900,
seq_450_52,101025,1615600,53122,559400,3390,100600,3929,62400,4242,72300,
seq_450_53,101025,1553100,48094,509100,3423,96600,4520,69800,3891,78300,
seq_450_54,101025,1584800,50310,538600,3412,101500,3991,65100,4574,81600,
seq_450_55,101025,1708700,49591,524000,3412,108600,3967,65300,4331,86100,
seq_450_56,101025,1564600,49022,516400,3407,374700,4455,70800,4306,77600,
seq_450_57,101025,1605600,52407,552200,3394,99800,3985,60200,4782,83200,
seq_450_58,101025,1525100,44529,474100,3407,97100,4131,66200,4065,74500,
seq_450_59,101025,1679000,50568,535300,3411,110700,4388,72400,4069,76900,
seq_450_60,101025,1569700,49413,520900,3407,100500,4069,65600,4117,75500,
seq_450_61,101025,1590500,48947,516900,3417,98400,3892,62300,3943,76900,
seq_450_62,101025,1574300,48384,511600,3426,101200,4518,63000,4558,81800,
seq_450_63,101025,1603300,51397,542100,3422,98900,4002,69000,3873,73100,
seq_450_64,101025,1610500,54446,574500,3398,98400,3865,60100,4204,78500,
seq_450_65,101025,1593200,49770,524500,3414,101900,4082,62700,4731,74400,
seq_450_66,101025,1583100,50291,603000,3421,110600,4024,71100,4156,73400,
seq_450_67,101025,1587500,52699,556800,3389,99100,4101,65000,4095,75300,
seq_450_68,101025,1556900,47887,504100,3417,101900,3894,60800,4027,75100,
seq_450_69,101025,1554300,48619,513400,3395,98300,4306,70500,4000,75400,
seq_450_70,101025,1669000,52860,655800,3406,113800,4136,66100,4239,77400,
seq_450_71,101025,1582400,49350,520100,3426,99300,3893,65600,3818,72500,
seq_450_72,101025,1572300,48804,519100,3414,98600,4084,63400,3858,75900,
seq_450_73,101025,1554900,48341,509800,3406,100900,4619,71500,4321,75700,
seq_450_74,101025,1649100,47041,507500,3407,101900,3987,62900,4313,79600,
seq_450_75,101025,1573700,49281,519400,3401,102100,4297,63200,4263,78300,
seq_450_76,101025,1612400,51157,540600,3408,98700,4113,61300,4528,79200,
seq_450_77,101025,1607900,53254,562100,3431,98600,4310,64000,4478,80300,
seq_450_78,101025,1601100,49469,532900,3407,103000,4771,71800,4367,80500,
seq_450_79,101025,1589600,50080,526700,3411,341600,4235,69700,4760,78400,
seq_450_80,101025,1569700,48243,511200,3397,101600,5102,81600,3855,72700,
seq_450_81,101025,1636600,53617,618100,3407,102800,4149,61200,4143,78900,
seq_450_82,101025,1576500,51552,545400,3407,99300,4041,67700,4383,81000,
seq_450_83,101025,1594300,51197,542000,3412,98800,3998,62400,3888,76900,
seq_450_84,101025,1602700,49033,517300,3409,102500,4206,69800,4576,78900,
seq_450_85,101025,1607200,51125,540800,3416,98300,4340,70000,3772,71600,
seq_450_86,101025,1615100,53348,566700,3393,99100,4827,78100,4074,75300,
seq_450_87,101025,1593300,52321,550300,3426,100800,4515,68700,4231,79800,
seq_450_88,101025,1601600,53229,579800,3395,95300,4631,70300,4422,74200,
seq_450_89,101025,1675100,51253,531100,3410,96700,4385,68300,3934,71300,
seq_450_90,101025,1588100,47268,522300,3422,96800,4047,61300,4138,80700,
seq_450_91,101025,1559100,52119,537600,3404,96900,4466,64000,5207,86800,
seq_450_92,101025,1516900,48476,500800,3396,95700,4156,66200,4811,79700,
seq_450_93,101025,1570100,54205,557800,3398,96100,3955,61100,3916,71400,
seq_450_94,101025,1593000,49063,511000,3401,98500,4429,64500,4393,75000,
seq_450_95,101025,1537800,50056,516400,3423,95300,4034,62900,4448,79600,
seq_450_96,101025,1545800,50383,517600,3413,98300,4213,68700,4212,70900,
seq_450_97,101025,1551500,50652,523000,3379,98600,4281,64500,4191,75400,
seq_450_98,101025,1589300,51358,572000,3400,96600,3897,61800,4236,75600,
seq_450_99,101025,1540000,50177,516000,3417,99600,4317,67300,4274,77700,
seq_500_0,124750,1962500,61474,633000,3856,108500,4547,72300,4539,80400,
seq_500_1,124750,1930200,60352,619900,3846,111000,4508,70100,5215,89200,
seq_500_2,124750,1967100,62725,643200,3887,108700,4999,76500,4526,83100,
seq_500_3,124750,1918100,62422,708800,3856,109500,4547,70700,5283,85200,
seq_500_4,124750,1931600,62585,644500,3841,111300,4670,71200,4313,83000,
seq_500_5,124750,1953300,65131,668300,3852,108700,4591,111100,4458,80100,
seq_500_6,124750,1913500,58459,601700,3841,110400,4703,74700,4624,84200,
seq_500_7,124750,1931300,60698,624100,3855,109200,4657,70900,4448,81400,
seq_500_8,124750,1979500,63814,654800,3854,110100,4631,74100,5141,81700,
seq_500_9,124750,1962600,61686,633300,3838,108100,4325,70000,5072,86600,
seq_500_10,124750,1933700,65761,678800,3852,107500,4841,76900,5083,84500,
seq_500_11,124750,1929400,61316,632000,3860,109000,4948,78400,4983,83000,
seq_500_12,124750,1903400,62967,684800,3868,110300,4585,72100,5025,87000,
seq_500_13,124750,1987300,62960,647000,3867,108400,4762,77000,5183,83900,
seq_500_14,124750,1934300,64706,663600,3844,111000,4827,74000,4424,80000,
seq_500_15,124750,1878500,59101,606800,3846,106900,4544,73500,4979,84300,
seq_500_16,124750,1932800,62464,641300,3845,111100,4622,71200,4468,83000,
seq_500_17,124750,1953900,62727,644500,3867,109200,5184,77400,4530,79800,
seq_500_18,124750,1937200,62729,643800,3831,110900,4607,72700,4610,80200,
seq_500_19,124750,1926700,64036,695700,3863,107600,4748,72300,5061,94200,
seq_500_20,124750,1952400,63376,651500,3870,107600,5903,85300,4668,81400,
seq_500_21,124750,1935200,61840,634800,3875,108200,4714,71700,4658,80600,
seq_500_22,124750,1893800,60979,626800,3863,378400,4449,101400,4719,84900,
seq_500_23,124750,2188500,63146,650400,3837,111200,5536,84500,4754,91600,
seq_500_24,124750,1943600,61545,631500,3838,107700,4430,75700,4506,83300,
seq_500_25,124750,1981100,60981,627000,3864,107900,4893,71900,5516,88600,
seq_500_26,124750,2004700,61895,639600,3848,108700,5172,72700,4480,83700,
seq_500_27,124750,1950800,66695,707900,3877,110200,4946,77300,4820,80900,
seq_500_28,124750,1926300,62648,643700,3863,108300,5167,74900,4598,84400,
seq_500_29,124750,1934000,62620,770500,3859,112000,4448,70600,4851,94300,
seq_500_30,124750,1923600,63077,648300,3866,107700,4779,73900,5067,89100,
seq_500_31,124750,1918900,62148,698700,3869,110400,4845,68200,5058,84800,
seq_500_32,124750,1926700,62900,646200,3872,108800,4801,73700,4644,83000,
seq_500_33,124750,2016400,63984,819600,3874,109600,4708,74600,4858,88900,
seq_500_34,124750,1933100,63990,658800,3857,108400,4997,75200,5895,96400,
seq_500_35,124750,1947900,63763,715200,3851,108300,4865,75600,4838,85300,
seq_500_36,124750,2310100,65607,675500,3850,110500,4410,168200,4474,83700,
seq_500_37,124750,2003900,65730,715600,3861,110400,4562,72600,6161,94400,
seq_500_38,124750,1943400,63741,653700,3866,109800,4833,79400,4511,83000,
seq_500_39,124750,1932300,61863,636000,3857,108700,4898,71900,4987,89600,
seq_500_40,124750,2202700,64553,692600,3853,109500,5128,78200,4586,86200,
seq_500_41,124750,1905500,60926,627000,3863,111700,4579,69300,5132,86700,
seq_500_42,124750,1980800,62837,646200,3870,114600,4656,68000,4967,86200,
seq_500_43,124750,1980100,61424,633500,3849,111300,4472,71000,4949,85300,
seq_500_44,124750,1917100,60788,624900,3864,107900,4926,70600,4987,86800,
seq_500_45,124750,2151400,59216,721200,3880,111000,4741,76600,4720,89600,
seq_500_46,124750,1979800,63001,642600,3840,111800,4967,69400,4920,85000,
seq_500_47,124750,1959000,61804,634100,3848,110300,4958,78400,5700,93100,
seq_500_48,124750,1883300,58150,668200,3838,108200,4487,67200,4482,87100,
seq_500_49,124750,1898500,62031,637200,3852,107500,4761,74600,5112,88200,
seq_500_50,124750,1954400,64472,663900,3849,109300,4764,73600,4712,82500,
seq_500_51,124750,1923800,60537,621100,3842,107800,4534,74100,5016,94600,
seq_500_52,124750,1967000,63200,664200,3854,110500,4464,73600,4400,84900,
seq_500_53,124750,1951600,62823,661600,3842,112500,4595,75400,4458,83500,
seq_500_54,124750,1950800,59631,628700,3844,111300,4926,82100,4661,83100,
seq_500_55,124750,2092600,64894,684400,3866,121200,5095,77400,4777,84400,
seq_500_56,124750,1986800,62489,658200,3857,114400,4720,73700,5000,91400,
seq_500_57,124750,1989300,62771,667200,3868,111000,4862,75800,4392,78900,
seq_500_58,124750,1997400,62565,659000,3861,114100,4597,69400,4576,87500,
seq_500_59,124750,1998400,65352,687100,3863,113000,4634,75000,5379,96200,
seq_500_60,124750,1969200,60590,638000,3857,114000,4722,79900,5017,88700,
seq_500_61,124750,2006600,63842,671300,3847,111500,4432,77400,4426,82700,
seq_500_62,124750,1976600,65835,692700,3855,109600,5053,74500,4546,87500,
seq_500_63,124750,1934700,60630,639200,3868,110100,4619,76700,4418,83100,
seq_500_64,124750,1969000,61873,651900,3825,112500,4640,69100,4814,86200,
seq_500_65,124750,2012700,64244,677500,3860,114400,5422,84400,5082,89200,
seq_500_66,124750,1941200,59642,638800,3857,113100,4951,77100,4650,86000,
seq_500_67,124750,1949100,61586,653700,3867,110200,4688,77200,4636,85600,
seq_500_68,124750,1997000,63508,668100,3857,114200,4514,72300,4963,88200,
seq_500_69,124750,1949300,62097,653600,3849,110500,4677,75800,4994,91800,
seq_500_70,124750,1976600,65042,683700,3865,111300,5148,76300,4944,87600,
seq_500_71,124750,1959300,60711,703000,3873,124300,5086,79300,4581,82200,
seq_500_72,124750,1945900,62865,665500,3848,111800,4658,76800,4750,82400,
seq_500_73,124750,1991800,59526,612800,3847,110900,4853,72800,5642,94500,
seq_500_74,124750,2159600,64826,701300,3851,174700,4717,150800,4879,87700,
seq_500_75,124750,1979500,63844,654500,3858,110300,4438,68900,4606,87500,
seq_500_76,124750,1875400,59559,643100,3864,107600,4751,74600,4798,84900,
seq_500_77,124750,1896800,60684,623900,3859,110700,5662,83000,5038,84900,
seq_500_78,124750,2000100,63451,651900,3859,107600,4735,72900,4794,87400,
seq_500_79,124750,2032200,62152,638500,3858,110900,4666,72100,4635,83700,
seq_500_80,124750,1901000,58679,634100,3856,108800,4822,76300,4703,83200,
seq_500_81,124750,2464300,57595,625800,3840,109600,4904,72200,4265,82200,
seq_500_82,124750,1952900,61493,632300,3854,110100,5012,76800,4739,82700,
seq_500_83,124750,1909000,62263,641800,3855,370500,4799,76200,4833,90200,
seq_500_84,124750,1951300,65929,786300,3866,108600,5206,145600,4487,94800,
seq_500_85,124750,1947200,60860,626000,3840,108900,4879,74300,5432,93500,
seq_500_86,124750,1968900,64890,666100,3863,111800,5318,73800,5267,78700,
seq_500_87,124750,1909300,58942,605600,3849,108700,4461,72700,5380,96500,
seq_500_88,124750,1967100,62409,640300,3853,109700,4803,79500,4414,85300,
seq_500_89,124750,1951300,63203,649600,3834,110600,4503,72800,5524,91800,
seq_500_90,124750,1933400,62491,642000,3859,108600,4668,74100,4952,83700,
seq_500_91,124750,2380900,60543,758700,3861,113000,5018,76800,4816,86600,
seq_500_92,124750,2029900,61647,633300,3836,107500,4906,70700,4338,80600,
seq_500_93,124750,1933100,58033,612300,3862,111900,4467,74700,5048,90700,
seq_500_94,124750,2043700,63322,673200,3841,113600,4180,75100,4566,80700,
seq_500_95,124750,2000500,62995,662300,3864,112100,4717,79000,4583,78200,
seq_500_96,124750,1979100,62862,660600,3853,111300,4869,75800,4673,84800,
seq_500_97,124750,1923600,59614,638100,3883,114000,4628,75400,4709,87200,
seq_500_98,124750,1967400,64040,678300,3840,112300,4428,71100,5241,96600,
seq_500_99,124750,1997800,64445,678300,3840,113400,4394,72000,4627,84600,
seq_550_0,150975,2420700,75111,789600,4316,126000,5207,87700,5235,95000,
seq_550_1,150975,2385900,75986,801000,4306,127600,5548,85300,5399,99900,
seq_550_2,150975,2436100,77091,810900,4334,124900,4904,81700,4988,89500,
seq_550_3,150975,2351800,70208,737600,4324,399600,5059,84100,5837,108200,
seq_550_4,150975,2500500,75441,799700,4318,125300,5356,130400,5933,99400,
seq_550_5,150975,2400000,72823,767600,4335,128100,6369,93800,5666,98800,
seq_550_6,150975,2486300,73078,774000,4325,138700,5063,86600,5245,97700,
seq_550_7,150975,2466300,77598,821900,4289,125400,5908,94000,5198,96600,
seq_550_8,150975,2403200,74145,781300,4317,127800,5207,87400,4894,90000,
seq_550_9,150975,2383500,74161,785200,4319,126800,5074,83900,5135,91700,
seq_550_10,150975,2399100,75975,804300,4338,125000,5796,96300,5052,98900,
seq_550_11,150975,2417900,76572,895700,4314,126100,5433,81700,5175,94700,
seq_550_12,150975,2453600,76635,808700,4304,129500,4940,78100,5229,98400,
seq_550_13,150975,2409900,76318,807200,4326,125000,5067,84700,5407,105400,
seq_550_14,150975,2461600,70678,746700,4301,128000,5637,82900,6265,107800,
seq_550_15,150975,2413200,73453,775700,4321,125900,5357,83100,5224,98600,
seq_550_16,150975,2403400,73053,770600,4328,127500,5024,79900,5651,101600,
seq_550_17,150975,2413100,74582,789100,4320,124900,5237,81400,6488,104000,
seq_550_18,150975,2420200,76242,806700,4332,128400,5513,87300,5577,96100,
seq_550_19,150975,2419200,75102,793900,4294,123800,5341,85200,5620,99600,
seq_550_20,150975,2407600,73303,775400,4329,126800,5886,86100,5136,99700,
seq_550_21,150975,2444000,75882,799800,4345,131400,6183,98800,4884,91700,
seq_550_22,150975,2396400,73245,770200,4319,137300,5626,84700,5570,96000,
seq_550_23,150975,2436500,79804,837800,4327,128200,5868,90100,4879,93300,
seq_550_24,150975,2408400,75522,795800,4313,125600,4995,79900,5871,104900,
seq_550_25,150975,2443100,71283,749500,4329,127200,5890,84200,4951,92800,
seq_550_26,150975,2434800,75156,791700,4336,124500,5275,84200,5078,94700,
seq_550_27,150975,2422700,76345,801600,4332,127400,6510,104400,4897,92900,
seq_550_28,150975,2648000,75658,810200,4332,128600,4931,80100,5384,95400,
seq_550_29,150975,2490500,74322,797200,4321,138800,5150,85000,5387,99300,
seq_550_30,150975,2453200,75571,797200,4298,130500,5063,84000,5150,100200,
seq_550_31,150975,2388300,75329,794900,4317,127000,5000,82800,5217,97200,
seq_550_32,150975,2436900,78329,842900,4329,139200,5822,92100,5444,101300,
seq_550_33,150975,2517400,73490,984800,4336,181700,4979,82300,5308,95400,
seq_550_34,150975,2398800,73593,777600,4287,125800,5260,83700,4908,93100,
seq_550_35,150975,2365100,72019,756400,4307,129000,6020,92600,5596,95600,
seq_550_36,150975,2670200,71049,751700,4318,128600,5065,82400,5193,102300,
seq_550_37,150975,2367500,74577,784700,4310,125000,5863,88300,5680,99100,
seq_550_38,150975,2412000,74077,780900,4324,129800,5237,83100,5431,97300,
seq_550_39,150975,2575700,74634,789200,4329,137800,5219,86300,5500,100800,
seq_550_40,150975,2397600,74648,798200,4323,417000,4895,77600,5007,96100,
seq_550_41,150975,2389900,74474,786900,4296,125700,6236,98800,4895,95800,
seq_550_42,150975,2438600,75332,796700,4297,127300,5584,90900,4888,92600,
seq_550_43,150975,2428100,78215,889900,4330,134700,6315,97700,5176,93600,
seq_550_44,150975,2422100,74913,788700,4325,128800,5676,87200,5345,97300,
seq_550_45,150975,2436900,75092,791200,4320,125500,5078,88100,5168,89600,
seq_550_46,150975,2535300,80091,858700,4346,143800,4873,78600,5203,99900,
seq_550_47,150975,2441300,73539,779000,4324,131600,5577,88200,5561,102000,
seq_550_48,150975,2449800,76521,808600,4328,126800,5159,81300,5574,107700,
seq_550_49,150975,2441500,75755,796400,4322,131200,5451,84100,4992,94200,
seq_550_50,150975,2446400,76453,811900,4320,129900,5308,86700,5229,94500,
seq_550_51,150975,2438000,69597,740900,4297,128300,6283,99700,5691,103500,
seq_550_52,150975,2498800,74497,794900,4298,127900,5119,87500,5194,99400,
seq_550_53,150975,2682100,78960,832100,4320,138500,5015,82500,5609,94200,
seq_550_54,150975,2601300,73797,777400,4316,130900,4973,81900,5470,95500,
seq_550_55,150975,2405600,72551,778400,4298,132000,5234,89400,5540,95900,
seq_550_56,150975,2389100,73670,787700,4311,132200,5502,88100,4947,91700,
seq_550_57,150975,2601400,79021,870800,4321,140900,5099,106000,5133,99300,
seq_550_58,150975,2550200,74569,826300,4333,130900,5167,85700,5465,160900,
seq_550_59,150975,2402300,79179,831000,4328,124700,5378,144500,5331,101000,
seq_550_60,150975,2378100,73390,770900,4322,123600,5566,94200,5567,91700,
seq_550_61,150975,2392800,76014,797200,4333,125900,4974,78900,5621,101100,
seq_550_62,150975,2417000,74636,969300,4331,140400,5048,83900,5814,102800,
seq_550_63,150975,2391700,75291,792200,4329,127500,5254,84800,6040,103900,
seq_550_64,150975,2431400,73552,775700,4333,125800,5269,85200,5247,101200,
seq_550_65,150975,2480500,78380,825000,4303,125200,5327,86000,5605,101400,
seq_550_66,150975,2403600,76805,805100,4330,125700,6182,94300,5039,90000,
seq_550_67,150975,2448000,75039,794400,4311,123100,5081,83400,5406,97200,
seq_550_68,150975,2493500,76772,806800,4328,128200,5395,87400,5055,92700,
seq_550_69,150975,2387300,74074,782300,4325,124900,5336,86700,5081,98200,
seq_550_70,150975,2476000,77942,819000,4347,131400,5514,89700,5336,100400,
seq_550_71,150975,2405000,74951,788200,4314,125200,5192,87400,5323,99900,
seq_550_72,150975,2407500,76239,800700,4315,127100,5285,80700,5166,92900,
seq_550_73,150975,2561000,80099,943100,4310,143400,5699,85900,5098,95200,
seq_550_74,150975,2433800,75160,790000,4312,124200,5096,85200,5776,94000,
seq_550_75,150975,2386600,72762,765500,4318,127600,5483,81300,5259,98400,
seq_550_76,150975,2475100,77563,875000,4308,126700,4880,79100,5470,98500,
seq_550_77,150975,2445200,76589,804800,4325,400800,5359,84800,5702,98500,
seq_550_78,150975,2382600,73264,770500,4341,126700,4970,77200,6459,97900,
seq_550_79,150975,2500900,70649,748500,4316,126900,5092,83100,5125,93500,
seq_550_80,150975,2421900,78187,833200,4328,123400,5578,89300,5505,101500,
seq_550_81,150975,2400700,77065,808100,4342,127400,5190,84500,5645,96500,
seq_550_82,150975,2416500,75753,798800,4320,124900,6071,86200,5392,96200,
seq_550_83,150975,2400900,75198,789700,4338,124700,4885,77700,5506,95800,
seq_550_84,150975,2367400,71611,792500,4312,136800,6066,84100,5476,99000,
seq_550_85,150975,2382800,73110,768400,4302,127300,5791,81500,5298,93200,
seq_550_86,150975,2437800,77024,810300,4328,123600,5360,85000,5303,94600,
seq_550_87,150975,2481200,75633,796100,4322,139900,5128,81900,5809,101100,
seq_550_88,150975,2424200,74819,785100,4326,129900,5044,78300,4932,89900,
seq_550_89,150975,2403200,75366,793200,4331,124000,5275,82300,5295,96200,
seq_550_90,150975,2514800,72729,765400,4331,138400,5785,95900,5253,93800,
seq_550_91,150975,2427000,77516,816600,4332,124600,5635,87000,4716,91500,
seq_550_92,150975,2433800,78808,829800,4313,124400,6189,88600,4927,90800,
seq_550_93,150975,2548800,76149,799300,4309,140500,5569,80300,5157,92400,
seq_550_94,150975,2444500,77900,819300,4327,126500,6135,94600,5725,91000,
seq_550_95,150975,2363900,73341,833700,4323,140800,5574,93400,5452,97200,
seq_550_96,150975,2368000,76533,812500,4324,126400,4943,78000,5078,89600,
seq_550_97,150975,2396800,74519,785200,4340,124300,5486,88700,5586,98900,
seq_550_98,150975,2532700,77488,794400,4330,124000,4963,80800,5634,95400,
seq_550_99,150975,2364100,75846,776600,4336,123300,5083,82200,6817,109300,
seq_600_0,179700,2921800,89187,913500,4781,136200,5621,86100,6031,108300,
seq_600_1,179700,2839500,90011,922500,4816,133500,5949,91300,5900,115800,
seq_600_2,179700,2818400,87718,899900,4789,137000,5589,85400,6646,119700,
seq_600_3,179700,3019300,90525,927400,4800,137200,6252,93400,5975,102900,
seq_600_4,179700,2776500,86696,888300,4795,133600,6228,99900,6023,101200,
seq_600_5,179700,2856100,89895,920000,4797,134600,6976,213100,6733,164300,
seq_600_6,179700,2907800,93613,957100,4813,137300,5876,92900,5836,103200,
seq_600_7,179700,2820900,88001,945600,4791,134100,6143,95500,5714,98200,
seq_600_8,179700,2971700,91557,971700,4807,135800,6051,93000,6034,108300,
seq_600_9,179700,3004000,92852,952200,4779,135000,5941,87400,6869,114300,
seq_600_10,179700,3458700,89912,915600,4819,136500,5932,121000,6246,107800,
seq_600_11,179700,2813700,92311,944800,4775,135400,7301,102400,6136,107700,
seq_600_12,179700,2966900,86415,1060800,4802,240200,6271,172400,5325,105200,
seq_600_13,179700,2870700,90724,923400,4777,132500,6535,97800,5916,105200,
seq_600_14,179700,2879300,89304,938100,4811,137000,5891,96600,6370,107200,
seq_600_15,179700,2939200,90515,952000,4780,137600,5961,93500,5530,103500,
seq_600_16,179700,2914800,89782,944700,4788,138400,5935,97900,6273,108000,
seq_600_17,179700,2929100,89783,947000,4815,141000,6292,94400,5930,108200,
seq_600_18,179700,2917300,92478,971000,4785,140900,7237,111300,5826,109300,
seq_600_19,179700,2840600,84750,891700,4784,136800,5774,94800,5581,106300,
seq_600_20,179700,2936400,90832,953700,4798,138200,6421,96500,6122,102400,
seq_600_21,179700,2877300,88872,936500,4782,140000,6290,101700,6146,114300,
seq_600_22,179700,2995900,91212,964900,4790,143500,5392,89100,6308,115100,
seq_600_23,179700,2909300,92681,973300,4769,140700,6122,95100,5601,102700,
seq_600_24,179700,2893800,90398,1020900,4792,138900,5638,91100,6117,106800,
seq_600_25,179700,2906700,90326,950000,4782,140300,5846,94200,5738,108200,
seq_600_26,179700,2867400,90319,948200,4801,140600,5730,90800,6007,106700,
seq_600_27,179700,2878500,92781,975100,4807,138000,6487,91200,5415,103300,
seq_600_28,179700,2852000,88685,931300,4816,140500,5778,91000,5809,104900,
seq_600_29,179700,3033900,90051,946400,4765,152700,6003,90900,7024,116600,
seq_600_30,179700,2800600,86762,911600,4796,138900,6459,98500,5588,100400,
seq_600_31,179700,2870300,86048,904300,4770,200700,5753,95400,5616,99600,
seq_600_32,179700,2872700,89666,943600,4792,136300,5714,88300,6552,122500,
seq_600_33,179700,2882700,89177,936900,4787,139500,5635,93600,6185,100800,
seq_600_34,179700,3001800,91232,960200,4816,137900,5996,93800,6090,105300,
seq_600_35,179700,3002800,93054,1018100,4770,137100,5691,96500,6668,110600,
seq_600_36,179700,3058900,89009,955200,4792,147500,5822,94200,5835,112100,
seq_600_37,179700,2904800,89641,941700,4791,139200,5892,92700,5673,99700,
seq_600_38,179700,3363200,89070,936000,4780,141100,5464,92900,6451,111600,
seq_600_39,179700,2946000,93579,981800,4757,140400,5875,92300,5920,111000,
seq_600_40,179700,2878200,89004,935900,4811,140600,5942,99400,6507,106200,
seq_600_41,179700,2982000,90450,950200,4797,137600,5916,93900,5742,99800,
seq_600_42,179700,2874800,88968,934700,4779,136800,5567,92800,6269,116900,
seq_600_43,179700,2892000,90871,1048700,4775,153800,5694,92800,6154,114400,
seq_600_44,179700,2898600,85576,899800,4787,140900,5602,89100,6459,106100,
seq_600_45,179700,2894100,87128,976800,4782,199900,6896,108400,5576,101300,
seq_600_46,179700,2834500,89038,911700,4782,136800,6185,94800,6211,115100,
seq_600_47,179700,2754300,88984,910900,4771,132300,5766,91200,6396,113700,
seq_600_48,179700,3017800,90846,931100,4789,133800,6595,101300,5844,101200,
seq_600_49,179700,2789700,89929,920200,4788,134900,6258,101100,6200,107500,
seq_600_50,179700,2862900,88794,959300,4785,173800,6137,93500,5784,106400,
seq_600_51,179700,2933900,93961,961200,4773,137600,5537,87500,7010,115000,
seq_600_52,179700,2792300,87755,898700,4796,135600,6084,89800,6497,113700,
seq_600_53,179700,2991700,88603,978500,4817,134800,6056,91200,6124,110500,
seq_600_54,179700,2791900,89901,920200,4782,136200,5738,89300,5874,104000,
seq_600_55,179700,2904900,89907,920900,4792,137300,5830,86900,5665,99900,
seq_600_56,179700,2826900,94212,964100,4776,136300,5897,87300,6385,116300,
seq_600_57,179700,2837700,88966,910900,4781,135200,5786,89300,5686,104100,
seq_600_58,179700,2946400,87591,964500,4782,135600,5695,91900,5714,98400,
seq_600_59,179700,2807700,89560,917300,4796,134000,5941,90900,6253,103200,
seq_600_60,179700,2952700,92337,970000,4787,138000,5699,97700,6299,117000,
seq_600_61,179700,2854000,89299,937700,4790,138100,6017,91300,5741,105100,
seq_600_62,179700,2972300,91527,963600,4794,150300,6136,95000,5568,104500,
seq_600_63,179700,2873700,89619,946200,4789,144800,5343,89400,6030,109700,
seq_600_64,179700,2795800,87067,917100,4778,135900,6275,101100,5878,106200,
seq_600_65,179700,2881200,89374,942000,4777,139900,5606,94300,6008,110100,
seq_600_66,179700,2857200,88513,933400,4765,137400,6197,98000,5919,105200,
seq_600_67,179700,2909000,90039,951600,4779,137200,6198,94900,6362,112500,
seq_600_68,179700,2826400,86437,911800,4798,138900,6110,89300,6258,112000,
seq_600_69,179700,2905500,90948,957800,4805,137500,5763,99000,6640,113500,
seq_600_70,179700,2906200,90340,953800,4808,137200,5664,95200,5947,107400,
seq_600_71,179700,2900100,89186,944000,4799,137500,6135,100900,6267,111600,
seq_600_72,179700,2972100,87556,924100,4768,138300,6110,93200,6012,108500,
seq_600_73,179700,2919800,91908,967400,4781,137200,5779,92100,6307,109200,
seq_600_74,179700,2872900,86875,916800,4785,141500,6137,93000,6082,105800,
seq_600_75,179700,2801600,84213,866100,4811,133500,6286,98800,5761,97100,
seq_600_76,179700,2798500,89414,959400,4798,136100,6636,94700,7072,121100,
seq_600_77,179700,3203500,94021,968300,4795,173200,5856,96500,5865,101800,
seq_600_78,179700,2820000,87883,901900,4789,135800,5852,88000,6167,101600,
seq_600_79,179700,2962800,95572,982600,4770,133200,5811,89900,5386,100700,
seq_600_80,179700,2816000,89906,923900,4785,138900,6710,94900,5465,99600,
seq_600_81,179700,2757800,89772,918800,4802,170600,6436,101600,5952,102300,
seq_600_82,179700,3066900,90339,925600,4785,137200,5865,93200,6377,108100,
seq_600_83,179700,2861600,91442,935800,4819,136400,6491,89600,6240,101100,
seq_600_84,179700,2992200,91586,948000,4794,137100,6125,93600,6742,118200,
seq_600_85,179700,2902800,90460,927400,4800,136900,5366,85900,6278,108600,
seq_600_86,179700,2818300,91535,994900,4805,149300,6085,92500,5498,100900,
seq_600_87,179700,2770500,91088,932200,4772,136400,5596,85000,6514,119400,
seq_600_88,179700,2831600,88267,905300,4810,134700,6209,102500,6138,108000,
seq_600_89,179700,3001800,88603,909700,4808,138700,5478,86300,5872,105500,
seq_600_90,179700,2858600,91494,936700,4781,136000,5833,91200,6203,103500,
